Record Number,Publication Info.,Call No.,Horizon checkouts,Old in-house uses,Checkout Date,Standard No.,Title,CNY,Only at Pratt,Held at other library
i11707197,"Minneapolis : University of Minnesota Press, c1988.",301.01 A769,0,0,  -  -    ,0816616582 : $35.00;0816616590 (pbk.) : $14.95,Science as power : discourse and ideology in modern society / Stanley Aronowitz.,,,
i11707239,"London ; Thousand Oaks, Calif. : Sage, 1994.",301.01 L343,1,0,  -  -    ,0803984715 (cased);0803984723 (pbk),Economies of signs and space / Scott Lash and John Urry.,X,,
i11707306,"Mahwah, NJ : Lawrence Erlbaum Associates, Publishers, 2001.",659.2 M277,2,0,  -  -    ,0805838317 (cloth : alk. paper),The death of a thousand cuts : corporate campaigns and the attack on the corporation / Jarol B. Manheim.,X,,
i11707422,"New York ; Oxford : Oxford University Press, 1993 (1994 [printing])",384.54 M124,1,0,  -  -    ,0195093941 (pbk),"Telecommunications, mass media, and democracy : the battle for the control of U.S. broadcasting, 1928-1935 / Robert W. McChesney.",,,
i11709716,"Notre Dame, Ind. : University of Notre Dame Press, 1984.",170.42 M152,0,1,  -  -    ,0268006105 : $16.95;0268006113 (pbk.) : $8.95,After virtue : a study in moral theory / by Alasdair MacIntyre.,X,,
i11709832,"New York : New Press : Distributed by W.W. Norton, 2001.",331.0973 M977,0,0,  -  -    ,1565844440 (hc.),"From the folks who brought you the weekend : a short, illustrated history of labor in the United States / Priscilla Murolo and A.B. Chitty ; illustrations by Joe Sacco.",X,,
i11709856,"Trumpington : Icon, 1999.",170 R663,5,0,  -  -    ,1840460776 (pbk);9781840460773 (pbk),Introducing ethics / Dave Robinson & Chris Garratt.,ONLY PRATT,,
i11710275,"Monroe, ME : Common Courage Press, c2000.",361.1 M146,3,0,  -  -    ,1567511848 (pbk.);1567511856 (cloth),Derailing democracy : the America the media don't want you to see / David McGowan.,X,,
i1171069x,"Tucson, Ariz. : Odonian Press, 1996.",339.5 Z57,1,0,  -  -    ,1878825313,Take the rich off welfare / Mark Zepezauer & Arthur Naiman.,X,,
i1171184x,"New York : Pantheon Books, c1979.",509.2 E35Sc,8,0,  -  -    ,0394505883 : $8.95;0394738012 (pbk.) : $2.95;0679725105,Einstein for beginners / Joe Schwartz ; ill. by Michael McGuinness.,X,,
i11712284,"Duxford, Cambridge : Icon Books ; [New York] : Totem Books, 2002.",500 S244,,2,  -  -    ,1840463589,Introducing science / Ziauddin Sardar and Borin Van Loon.,ONLY PRATT,,
i11712454,"London : British Film Institute, 2002.",302.23 N532,6,0,  -  -    ,851708641,New screen media : cinema/art/narrative / edited by Martin Rieser and Andrea Zapp.,X,,
i11712545,"Los Angeles, Ca : Semiotext(e)/Smart Art Press, c2000.",362.1963 F583F,2,0,  -  -    ,1584350024,The pain journal / Bob Flanagan.,X,,
i11713057,"New York, NY : Watson-Guptill Publications, 2000.",666.224028 P957,2,1,  -  -    ,823058603,"www.type / Roger Pring ; series consultant, Alastair Campbell.",ONLY PRATT,,
i11714189,"Berkeley : University of California Press, c1990.",330.01 B651,,,  -  -    ,0520068130 (alk. paper);0520069889 (pbk. : alk. paper),Postindustrial possibilities : a critique of economic discourse / Fred Block.,X,,
i11714207,"Cambridge, U.K. ; New York, NY, USA : Cambridge University Press, c1999.",338.92 F297,0,1,  -  -    ,0521630800 (hardback);0521639182 (pbk.),"Shrinking the state : the political underpinnings of privatization / Harvey Feigenbaum, Jeffrey Henig, Chris Hamnett.",X,,
i11714220,"New York : Oxford University Press, [1994]",330.09 S392,0,0,  -  -    ,0195105591 (pbk. : acid-free paper),History of economic analysis / by Joseph A. Schumpeter ; edited from manuscript by Elizabeth Boody Schumpeter ; with a new introduction by Mark Perlman.,X,,
i11714293,"Seattle, Wash. : Seal Press, c1991.",306.877 S539,0,0,  -  -    ,1878067095 : $18.95,She who was lost is remembered : healing from incest through creativity / edited by Louise M. Wisechild.,X,,
i11714529,"London ; Philadelphia, PA : Jessica Kingsley, 2000.",616.8916 S822,2,0,  -  -    ,185302841X (pbk. : alk. paper),Foundation and form in Jungian sandplay : an art therapy approach / Lenore Steinhardt.,ONLY PRATT,,
i11714773,"New York : Barnes & Noble, 2001.",070.573 K84,0,0,  -  -    ,0760725594 (alk. paper),"Making the list : a cultural history of the American bestseller, 1900-1999 : as seen through the annual bestseller lists of Publishers weekly / Michael Korda.",X,,
i1171489x,"New York, NY : Warner Books, 2001.",641.563 H175,3,0,  -  -    ,446676756,The starving students' vegetarian cookbook / Dede Hall.,ONLY PRATT,,
i11715066,"Berkeley, CA : Peachpit Press, 2002.",070.50285 Q1WE5,7,1,  -  -    ,201354918,QuarkXPress 5 for Windows and Macintosh / Elaine Weinmann and Peter Lourekas.,ONLY PRATT,,
i11715492,"New York : Kluwer Academic/Plenum, c2001.",155.4139 T999,2,0,  -  -    ,306465108,Dynamic assessment of young children / David Tzuriel.,X,,
i11720384,"New York, N.Y. : Urzone ; Cambridge, Mass. : Distributed by MIT Press, c1989.",128.6 F811,1,0,  -  -    ,0942299248 (paper : pt. 2);0942299264 (cloth : pt. 2);0942299280 (paper : pt. 3);0942299272 (cloth : pt. 3),"Fragments for a history of the human body / edited by Michel Feher, with Ramona Naddaff and Nadia Tazi.",ONLY PRATT,,
i11723002,"New York : Oxford University Press, 1986, c1984.",305.562 W676,1,0,  -  -    ,0195040120 (pbk.),"Chants democratic : New York City & the rise of the American working class, 1788-1850 / Sean Wilentz.",,,
i11723956,"Princeton, N.J. : Princeton University Press, c1992.",294.5 F965,1,0,  -  -    ,0691074046 (alk. paper) : $39.95;0691020841 (pbk. : alk. paper) : $14.95,The camphor flame : popular Hinduism and society in India / C.J. Fuller.,X,,
i11726684,"Upper Saddle River, NJ : Prentice-Hall, c2003.",693 R548M6,33,0,  -  -    ,0130483990 (pbk.),Materials and components of interior architecture / J. Rosemary Riggs.,ONLY PRATT,,
i11726933,"Cambridge, Mass. : Harvard University Press, 2000.",325.32 H266,11,0,  -  -    ,0674251210 (alk. paper),"Empire / Michael Hardt, Antonio Negri.",,,
i11727378,"Chicago, Ill. : Planners Press, American Planning Association, c2002.",307.34 B451,4,0,  -  -    ,1884829538,Cities in full : recognizing and realizing the great potential of urban America / by Steve Belmont.,X,,
i11728942,"New York, N.Y. : Furman Center for Real Estate and Urban Policy, New York University, 2001-",363.509747 D186,0,0,  -  -    ,,State of New York City's housing & neighborhoods.,ONLY PRATT,,
i11729594,"White River Junction, Vt. : Chelsea Green Publishing, c1999.",696 P871,3,1,  -  -    ,1890132144 (alk. paper),The new independent home : people and houses that harvest the sun / Michael Potts.,X,,
i11732994,"New York : Washington Square Press, c2002.",305.38 C834,2,0,  -  -    ,0743427157 (alk. paper),The envy of the world : on being a Black man in America / Ellis Cose.,X,,
i11733391,"New York : Columbia University Press, c1998.",194 R541,1,0,  -  -    ,023110734X,Critique and conviction : conversations with François Azouvi and Marc de Launay / Paul Ricœur ; translated by Kathleen Blamey.,X,,
i11733573,"[Ottawa?] : Association for Preservation Technology : Foundation for Preservation Technology, 1980.",683.02 R968,0,0,  -  -    ,0920476058 (pbk.) : $14.95,Illustrated catalogue of American hardware of the Russell and Erwin Manufacturing Company : an unabridged reprint of the 1865 edition and a new introd. by Lee H. Nelson.,X,,
i11733597,"New York : Harper Colophon Books, 1978.",307.760973 R564,0,0,  -  -    ,0060906634 : $8.95,Main street : the face of urban America / by Carole Rifkind.,X,,
i11733834,"Brooklyn, NY : Brooklyn Botanic Garden, c1994.",635.976 S561,4,0,  -  -    ,0945352867 : $6.95,"Shrubs : the new glamour plants / Bob Hyland, guest editor.",ONLY PRATT,,
i11736641,"Soquel, CA : Nolo Press Occidental, 2002.",323.62 N322,0,0,  -  -    ,0944508391 (pbk.) : $11.95,"How to become a United States citizen : a step-by-step guidebook for self-instruction = Como hacerse ciudadano de los Estados Unidos : una guía detallada de auto-instrucción / by Sally A. Navarro ; [Spanish translation, Jacquelyn Kole Gillespie].",ONLY PRATT,,
i11737657,"Lexington, Mass. : Resources for Rehabilitation, c2001.",362.202 M549,1,0,  -  -    ,0929718275 (pbk.),The mental health resource guide.,X,,
i11741338,"Minneapolis, Minn. : Milkweed Editions, 2002.",508 C719,3,0,  -  -    ,1571312676 (pbk. : alk. paper),"The colors of nature : culture, identity, and the natural world / edited by Alison H. Deming and Lauret E. Savoy.",X,,
i11742227,"London : Women's Press, 1984 (2001 [printing])",305.42 D153P,2,0,  -  -    ,704339358,Pure lust : elemental feminist philosophy / Mary Daly.,,,
i11743372,"New York : Basic Books, c1986-",333.705 W927,2,0,  -  -    ,0887-0403,World resources : a report by the World Resources Institute and the International Institute for Environment and Development.,X,,
i11744509,"London ; New York : Phaidon, 2002.",305.89607302 M298,,4,  -  -    ,714842702,Freedom : a photographic history of the African American struggle / text by Manning Marable and Leith Mullings ; pictures edited by Sophie Spencer-Wood.,,,
i1174506x,"New York : Published in association with the Astoria Motion Picture and Television Foundation by Dover Publications, 1983.",384.8 A858K,0,0,  -  -    ,048624475X (pbk.);9780486244754 (pbk.),The Astoria Studio and its fabulous films : a picture history with 227 stills and photographs / Richard Koszarski ; with a foreword by Rochelle Solvin.,ONLY PRATT,,
i1174571x,"Berkeley, Calif. : Peachpit Press, c2002.",006.686 F853C,0,0,  -  -    ,201749653,Macromedia FreeHand 10 for Windows and Macintosh / Sandee Cohen.,ONLY PRATT,,
i11748692,"Bloomington : Indiana University Press, c1993.",320.96 T677,1,0,  -  -    ,0253360285 (cloth);0253289165 (paper),Government and politics in Africa / William Tordoff.,X,,
i11748710,"London : Macmillan, 1979.",338.9 R886,0,0,  -  -    ,0333211898;0333211901 (pbk.),Theories of underdevelopment / Ian Roxborough.,,,
i11749131,"Gainesville, Fla. : CRISES Press, 1995.",070.50973 A466,0,0,  -  -    ,964011913,"Alternative publishers of books in North America / American Library Association, Social Responsibilities Round Table, Alternatives in Print Task Force ; Byron Anderson, compiler.",,,
i11751083,"New York : Van Nostrand Reinhold, 1990.",691.2 C789,0,0,  -  -    ,"0442239602 (set) : $199.95 (v. 2, p. 184-188)","The architect's handbook of marble, granite, and stone / Enrico Corbella ; illustrations by Renato Zini.",X,,
i11751095,"New York : Van Nostrand Reinhold, 1990.",691.2 C789,0,1,  -  -    ,"0442239602 (set) : $199.95 (v. 2, p. 184-188)","The architect's handbook of marble, granite, and stone / Enrico Corbella ; illustrations by Renato Zini.",X,,
i11751101,"New York : Van Nostrand Reinhold, 1990.",691.2 C789,0,0,  -  -    ,"0442239602 (set) : $199.95 (v. 2, p. 184-188)","The architect's handbook of marble, granite, and stone / Enrico Corbella ; illustrations by Renato Zini.",X,,
i11751186,"Boston : Houghton Mifflin, c2001.",658 K92,3,1,  -  -    ,618056386,Management / Robert Kreitner.,,,
i11751216,"New York, N.Y. : Avon, 1979.",306.7663 W832,0,0,  -  -    ,0380464411 (pbk.) : $5.95,Lesbian peoples : material for a dictionary / Monique Wittig and Sande Zeig ; [cover art by Lena Vandrey].,ONLY PRATT,,
i11751253,"New York : Hippocrene Books, [c1988]",324.973 R374,0,0,  -  -    ,087052500X : $18.95,Getting elected : from radio and Roosevelt to television and Reagan / J. Leonard Reinsch.,X,,
i11751265,"New York : W.H. Freeman, c1995.",301.1 A769R,4,1,  -  -    ,0716726254;0716726130 (hard);0716726181 (soft),Readings about the social animal / edited by Elliot Aronson.,X,,
i11751344,"London ; New York : Routledge and Kegan Paul, 1987.",302.2 W672,1,0,  -  -    ,0710098677 : $30.0,"Man and woman, war and peace : the strategist's companion / by Anthony Wilden.",X,,
i11751393,"New York : Vintage Books, 1983, c1981.",306.0899 N722S,1,0,  -  -    ,0394711262 (pbk.),"Nisa, the life and words of a !Kung woman / Marjorie Shostak.",X,,
i1175140x,"Durham : Duke University Press, 1991.",338.91 D357I,0,0,  -  -    ,082231097X (pbk. : alk. paper);0822310791 (cloth : alk. paper),International development policies : perspectives for industrial countries / Sidney Dell.,X,,
i11751824,"New York : Praeger, 1989.",658.407 G242,0,0,  -  -    ,0275931269 (alk. paper),Institutional search : a practical guide to executive recruitment in nonprofit organizations / Stephen A. Garrison.,X,,
i11751903,"New York : Van Nostrand Reinhold, c1979.",690.8 M169,0,0,  -  -    ,0442236067;0442236069,"Principles of home inspection : a guide to residential construction, inspection, and maintenance / Joseph G. McNeill.",X,,
i11752476,"Hollywood, CA : Lone Eagle, c2002.",016.79143 I23,1,0,  -  -    ,1580650406,The ifilm Internet movie guide / edited by Lew Harris.,ONLY PRATT,,
i11752579,"[Jacksonville, Fla.?] : Mega Corp., c1993.",286 B789L,0,0,  -  -    ,156742032X,A Black man's dream : the first 100 years : Richard Henry Boyd and the National Baptist Publishing Board / researched and written by Bobby L. Lovett.,X,,
i11752592,"Quincy, Mass. : National Fire Protection Association, c1991.",628.92 A939,2,1,  -  -    ,877653801,Automatic sprinkler systems handbook / edited by Robert E. Solomon.,,,
i11752750,"New York : American Council on Education : Macmillan Pub. Co. ; London : Collier Macmillan Publishers, c1988.",378.73 G797,0,0,  -  -    ,29124700,Leaders for a new era : strategies for higher education / edited by Madeleine F. Green.,X,,
i11752841,"New York, NY : Cadogan Publications, 2000.",305.52 A512,0,0,  -  -    ,967169410,America's elite 1000 / edited by Trevor White.,,,
i11753043,"Garden City, N.Y. : Image Books, 1980.",189.5 E19B,0,0,  -  -    ,0385170343 (pbk.) : $7.95,"Breakthrough, Meister Eckhart's creation spirituality, in new translation / introd. and commentaries by Matthew Fox.",X,,
i11753080,"Lanham, Md. : University Press of America, c2001.",363.92 P662L,0,0,  -  -    ,076182040X (cloth : alk. paper);0761820418 (pbk. : alk. paper),The science of human diversity : a history of the Pioneer Fund / Richard Lynn ; with a special preface by Harry F. Weyher.,X,,
i11753158,"Belmont, Calif. : Wadsworth Pub. Co., c1997.",384.0973 S912,0,0,  -  -    ,0534521282 (pbk. : alk. paper),"Communications media in the information society / Joseph Straubhaar, Robert LaRose.",ONLY PRATT,,
i11753250,"Washington, D.C. : APT Foundation, 1986, [1984]",643.12 R433,0,0,  -  -    ,920476104,Residential building systems inspection / by Building Technology Incorporated.,ONLY PRATT,,
i11755969,"London : Routledge and Kegan Paul ; New York : Humanities Press, 1974.",109 H462H,0,0,  -  -    ,,Hegel's lectures on the history of philosophy / translated from the German by E.S. Haldane and Frances H. Simson.,,,
i11755970,"London : Routledge and Kegan Paul ; New York : Humanities Press, 1974.",109 H462H,0,0,  -  -    ,,Hegel's lectures on the history of philosophy / translated from the German by E.S. Haldane and Frances H. Simson.,,,
i11756664,"New York : Bantam Books, 1993.",305.4 L581,1,1,  -  -    ,0553091220 : $21.95 ($26.95 in Canada),Meeting the madwoman : an inner challenge for feminine spirit / Linda Schierse Leonard.,ONLY PRATT,,
i11756731,"London : Dent, 1981.",306.6 B961,0,1,  -  -    ,0460043137 : £12.00,Rites of the gods / Aubrey Burl.,X,,
i11757723,"Chicago, Ill. : American Society of Planning Officials, -1959.",307.12 P712,0,0,  -  -    ,0886-0548,Planning : selected papers from the National Planning Conference.,X,,
i11757759,"New York : Reinhold, 1946.",363.5 G781,2,0,  -  -    ,,Housing and citizenship : a study of low-cost housing / by George Herbert Gray ; with a foreword by C.-E.A. Winslow.,X,,
i11758430,"Chicago, Ill. : American Society of Planning Officials, 1943-1944.",307.12 P712,0,0,  -  -    ,0886-0548,Planning : proceeding of the Annual Meeting held in ...,X,,
i11758442,"Chicago, Ill. : American Society of Planning Officials, 1946-1947.",307.12 P712,0,0,  -  -    ,0886-0548,Planning : proceedings of the Annual Meeting held in ...,X,,
i11758454,"Chicago, Ill. : American Society of Planning Officials, 1946-1947.",307.12 P712,0,0,  -  -    ,0886-0548,Planning : proceedings of the Annual Meeting held in ...,X,,
i11758466,"Chicago, Ill. : American Society of Planning Officials, [1948-1954]",307.12 P712,0,0,  -  -    ,0886-0548,Planning : proceedings of the Annual National Planning Conference held in ...,X,,
i11758478,"Chicago, Ill. : American Society of Planning Officials, [1948-1954]",307.12 P712,0,0,  -  -    ,0886-0548,Planning : proceedings of the Annual National Planning Conference held in ...,X,,
i1175848x,"Chicago, Ill. : American Society of Planning Officials, [1948-1954]",307.12 P712,0,0,  -  -    ,0886-0548,Planning : proceedings of the Annual National Planning Conference held in ...,X,,
