Record Number,Publication Info.,Call No.,Horizon checkouts,Old in-house uses,Checkout Date,Standard No.,Title,CNY,Only at Pratt,Held at other library
i10295598,"Los Angeles, 1948.",388.3 R613,11,,  -  -    ,,"American horse-drawn vehicles, being a collection of two hundred and eighteen pictures showing one hundred and eighty-three American vehicles, and parts thereof, all reproduced from fashion plates of the builders of from little-known original photographs.",,,
i10295859,"New York, Praeger [1971]",331.34 T971,8,,  -  -    ,,The job crisis for Black youth; report. With a background paper by Sar A. Levitan and Robert Taggart III.,,,
i10295914,"New York, McGraw-Hill [1972]",378.100183 L664,1,,  -  -    ,0070100411 $12.50,"The emerging technology; instructional uses of the computer in higher education, by Roger E. Levien, with chapters by S. M. Barro [and others]",X,,
i10295926,"New York, Knopf, 1972.",371.1 A829,1,,  -  -    ,0394479718 $5.95,Spearpoint; teacher in America.,X,,
i10295938,"Berkeley, University of California Press, 1971.",301.435 J69,3,,  -  -    ,0520019091 $6.95,"Idle Haven; community building among the working-class retired, by Sheila K. Johnson.",X,,
i1029594x,"Berkeley, University of California Press, 1971.",301.435 J69,1,,  -  -    ,0520019091 $6.95,"Idle Haven; community building among the working-class retired, by Sheila K. Johnson.",X,,
i10295975,"South Brunswick, A. S. Barnes [1972]",378.749 S189,1,,  -  -    ,0498010260 $8.50,Of castles and colleges; notes toward an autobiography.,X,,
i10295999,"Englewood Cliffs, N.J., Prentice-Hall [1972]",301.3101 E12,6,,  -  -    ,0132226871 0132226790 (pbk),"Earth might be fair; reflections on ethics, religion, and ecology. Edited by Ian G. Barbour.",X,,
i10296049,"New York, McGraw-Hill [1972]",531.113 S623,1,,  -  -    ,70577498,Elements of transport phenomena [by] Leighton E. Sissom [and] Donald R. Pitts.,,,
i10296062,"New York, Harcourt Brace Jovanovich [1972]",422 H415L3,1,,  -  -    ,155501186,"Language in thought and action [by] S. I. Hayakawa, in consultation with Arthur Asa Berger and Arthur Chandler.",,,
i10296116,"New York, Watson-Guptill Publications [1972]",684 T222,4,,  -  -    ,0823002306 $8.95,Antique finishing for beginners.,X,,
i1029613x,"Chicago, Markham Pub. Co. [c1972]",330.973 D261,3,,  -  -    ,0841009112 0841009147 (pbk.),The economics of Black community development; an analysis and program for autonomous growth and development [by] Frank G. Davis.,X,,
i10296190,"New York, Harcourt Brace Jovanovich [1972]",336.185 O11,,,  -  -    ,015527452X,Fiscal federalism [by] Wallace E. Oates.,X,,
i10296232,"New York, Macmillan [1972]",332.4 R919,7,,  -  -    ,$5.95,The monetary sin of the West. Translated by Roger Glemet.,,,
i1029627x,[New York] American Management Association [1972],658.4 H823,6,,  -  -    ,081445271X $17.50,"Reference guide to advanced management methods [by] Forest W. Horton, Jr.",X,,
i10296463,"New York, McGraw-Hill [c1973]",530.13 R326,2,,  -  -    ,007051495X,Applied statistical mechanics; thermodynamic and transport properties of fluids [by] Thomas M. Reed [and] Keith E. Gubbins.,X,,
i10296475,"New York, McGraw-Hill [c1973]",530.13 R326,0,,  -  -    ,007051495X,Applied statistical mechanics; thermodynamic and transport properties of fluids [by] Thomas M. Reed [and] Keith E. Gubbins.,X,,
i10296505,"New York, McGraw-Hill [1972]",658.3 S648,1,,  -  -    ,70589003,Psychology of industrial behavior [by] Henry Clay Smith [and] John H. Wakeley.,,,
i10296712,"New York, Praeger [1972]",378.103 L336,0,,  -  -    ,$16.50,The college and community development; a socioeconomic analysis for urban and regional growth.,X,,
i10296797,"New York, Oxford University Press, 1972.",510.76 O34,1,1,  -  -    ,0195015088 $7.50,Tomorrow's math; unsolved problems for the amateur [by] C. Stanley Ogilvy.,X,,
i10296827,"South Brunswick, A. S. Barnes [1972]",684.1 A332A,9,,  -  -    ,0498011100 $6.95,"Advanced furniture construction, by Vernon M. Albers.",X,,
i10296876,"New York, Time-Life Books [1972]",500 B786,6,,  -  -    ,,"The high Sierra, by Ezra Bowen and the editors of Time-Life Books.",,,
i10296888,"San Francisco, Jossey-Bass, 1972.",378.12 E16,1,,  -  -    ,875891187,Professors as teachers [by] Kenneth E. Eble.,,,
i1029689x,"San Francisco, Jossey-Bass, 1972.",378.12 E16,1,,  -  -    ,875891187,Professors as teachers [by] Kenneth E. Eble.,,,
i1029692x,"Boston, Division of research, Graduate school of business administration, Harvard university [1946]",338.4 M473H,1,,  -  -    ,,"The human problems of an industrial civilization, by Elton Mayo ...",,,
i10297029,"Ann Arbor, University of Michigan Press [1962]",323.4 K21,0,,  -  -    ,,Civil liberties and the Constitution.,,,
i10297042,[New York] 1958,327.73 A512A,3,,  -  -    ,,"The United States and Africa; background papers prepared for the use of participants and the Final report of the Thirteenth American Assembly, Arden House, Harriman Campus of Columbia University, Harriman, New York, May 1-4, 1958.",,,
i10297145,"Cambridge, Mass., Harvard University Press, 1965.",327.5 I68,0,,  -  -    ,,"After imperialism; the search for a new order in the Far East, 1921-1931.",,,
i10297157,"New York, Sheed and Ward [1960]",261.7 M982W,0,,  -  -    ,,We hold these truths; Catholic reflections on the American proposition.,,,
i10297169,"Cambridge, Harvard University Press, 1968.",347.9973 C877,1,,  -  -    ,,The Warren court; constitutional decision as an instrument of reform.,,,
i10297248,"New York, Norton [1967]",109 O77,3,,  -  -    ,,The origin of philosophy. Authorized translation from the Spanish by Toby Talbot.,,,
i10297388,"New York, Wiley [1957-71]",519 F318I2,1,,  -  -    ,0471257095 (v. 2),An introduction to probability theory and its applications.,,,
i10297418,"Englewood Cliffs, N.J., Prentice-Hall [1967]",681.2 A514,1,1,  -  -    ,,"Handbook of industrial metrology; a reference book on principles, techniques, and instrumentation design and application for physical measurements in the manufacturing industries. Prepared under policy supervision of Publications Committee.",,,
i1029742x,"Garden City, N.Y., Doubleday, 1968-69.",220.95 A832,7,,  -  -    ,$9.95,Asimov's guide to the Bible. Maps by Rafael Palacios.,,,
i10297601,"New York, Chemical Pub. Co., 1967 [c1965]",664.94 B955,8,,  -  -    ,,Fish handling & processing. Editors: G. H. O. Burgess [and others] Illustrated by Keith Atkinson.,,,
i10297686,"[Baton Rouge] Louisiana State University Press, 1964.",322.1 K21,1,,  -  -    ,,Religion and the Constitution [by] Paul K. Kauper.,,,
i10297881,"New York, Dutton, 1959.",190 K76P,1,,  -  -    ,,"Philosophy for a time of crisis; an interpretation, with key writings by fifteen great modern thinkers.",,,
i10298071,"New York, F. A. Praeger [1966]",355.425 T475,1,,  -  -    ,,Defeating Communist insurgency; the lessons of Malaya and Vietnam [by] Sir Robert Thompson.,,,
i10298289,"New York, Saturday Review Press [1972]",340.092 N135M,4,,  -  -    ,0841501637 $7.95,Citizen Nader.,X,,
i10298307,"New York, Plenum Press, 1972.",530.44 F828,3,,  -  -    ,306305232,"Plasma--the fourth state of matter [by] D. A. Frank-Kamenetskii. Translated from the Russian by Joseph Norwood, Jr.",,,
i10298435,"Cambridge, Mass., Harvard University Press, 1972.",301.36 F917,0,,  -  -    ,674898206,"Town into city; Springfield, Massachusetts, and the meaning of community, 1840-1880 [by] Michael H. Frisch.",,,
i10298472,"New York, Basic Books [1972]",361.6 H236,1,,  -  -    ,0465068774 $5.95,"Reforming the poor; welfare policy, federalism, and morality [by] Joel F. Handler.",,,
i10298599,"New York, Pantheon Books [1972]",301.451 L616,8,,  -  -    ,0394475402 $12.95,Black women in white America; a documentary history.,X,,
i10298629,"Cambridge [Eng.] University Press, 1972.",301 W375zR,3,,  -  -    ,0521084113 L.1.80; ($6.50 U.S.),A critique of Max Weber's philosophy of social science [by] W. G. Runciman.,X,,
i10298654,"New York, Norton [1961]",301.155 F612,1,,  -  -    ,,Education for public responsibility.,,,
i1029868x,"New Haven, Yale University Press; [etc., etc.] 1914.",304 S95C,0,,  -  -    ,,"The challenge of facts, and other essays, by William Graham Sumner, ed. by Albert Galloway Keller.",,,
i10298708,"New York, Harper & Row [1964]",301 M149So,0,,  -  -    ,,Social causation [by] R. M. MacIver.,,,
i1029871x,"New York, E. P. Dutton, 1949.",301.8 L529H,1,,  -  -    ,,Human relations in a changing world; observations on the use of the social sciences.,,,
i10298848,"New York, W.W. Norton & Company, inc. [c1941]",330.973 H316E,0,,  -  -    ,,The economics of American defense [by] Seymour E. Harris ...,,,
i1029885x,"Berkeley, University of California Press, 1967.",121 C288,1,,  -  -    ,,The logical structure of the world; pseudoproblems in philosophy. Translated by Rolf A. George.,,,
i10299403,"New York, Holt, Rinehart and Winston [1968]",392 W758S3,6,,  -  -    ,,"Selected studies in marriage and the family, edited by Robert F. Winch [and] Louis Wolf Goodman.",,,
i10299567,"Athens, Ohio University Press [c1966]",291.13 B259,13,,  -  -    ,,The mythmakers.,,,
i10299749,"New York, Wiley [1964]",530.1 C851,4,,  -  -    ,,The mechanical properties of matter.,,,
i10299762,"San Francisco, Jossey-Bass, 1972.",371.102 F643,1,,  -  -    ,875891179,The new teachers [by] Don M. Flournoy & associates.,,,
i10299774,"Columbus, Ohio, Merrill [1967]",371.96 C531,1,,  -  -    ,,Teaching culturally disadvantaged in the elementary school [by] Arnold B. Cheyney.,,,
i10299786,"London, Methuen, 1967",501 M488,4,,  -  -    ,,The art of the soluble [by] P. B. Medawar.,,,
i10299798,"London, Methuen, 1967",501 M488,2,,  -  -    ,,The art of the soluble [by] P. B. Medawar.,,,
i10299919,"New York, Priv. print., 1930.",289.6 C877,2,,  -  -    ,,"Quakerism in the city of New York, 1657-1930, by John Cox, jr.",,,
i10300119,"Bureau of Publications, Teachers College, Columbia University, 1963.",301.155 G671,4,,  -  -    ,,The leader in the group.,,,
i10300417,"Princeton, N.J., Princeton University Press, 1964.",351 C748,0,,  -  -    ,,"Political modernization in Japan and Turkey, [papers] edited by Robert E. Ward & Dankwart A. Rustow. Contributors: John Whitney Hall [and others]",,,
i10300429,"New York, Dover Publications [1962]",160 S539,3,,  -  -    ,,"Buddhist logic, by F.Th. Stcherbatsky.",,,
i10300430,"New York, Dover Publications [1962]",160 S539,2,,  -  -    ,,"Buddhist logic, by F.Th. Stcherbatsky.",,,
i10300776,"New York, Walker [1964]",301.451 H315,5,,  -  -    ,,Patterns of race in the Americas.,,,
i10301422,"New York, Wiley [1972]",301.45 C284,2,,  -  -    ,0471134880 0471134899 (pbk),"In their place: white America defines her minorities, 1850-1950 [by] Lewis H. Carlson [and] George A. Colburn. Introd. by George McGovern.",X,,
i10301513,"New York, Macmillan [1972]",338.19 B734H2,6,,  -  -    ,$7.95,The hungry planet; the modern world at the edge of famine.,,,
i10301628,"Boston, Allyn and Bacon [1972]",511.3 Z44,5,,  -  -    ,,Elements of set theory [by] Peter W. Zehna [and] Robert L. Johnson.,,,
i10301720,"New York, McGraw-Hill [1972]",658.542 C951,0,,  -  -    ,0070145164 $11.50,Master standard data; the economic approach to work measurement [by] Richard M. Crossan [and] Harold W. Nance.,,,
i1030180x,"New York, Rinehart [1947]",330.973 S722P,1,,  -  -    ,,Prosperity decade; from war to depression: 1917-1929.,,,
i10301823,"New York, Putnam [1959]",371.36 Z81,2,1,  -  -    ,,Spurs to creative teaching.,,,
i10301847,[Baton Rouge] Louisiana State University Press [1961],330.973 S633E,1,,  -  -    ,,"Economic growth in the United States: its history, problems, and prospects. Edited by John T. Dunlop.",,,
i10302591,Norton [1963],382.914 M472,0,,  -  -    ,,The Community of Europe.,,,
i1030289x,"New York, Basic Books [1953-55]",131.34 A159S,0,,  -  -    ,,"Selected papers, with an introductory memoir by Ernest Jones. Translated by Douglas Bryan and Alix Strachey.",X,,
i10303030,"Englewood Cliffs, N.J., Prentice-Hall [c1965]",658.018 M379,2,,  -  -    ,,Programming real-time computer systems.,X,,
i10303261,"New York, Holt, Rinehart and Winston [1965]",572 G443,6,2,  -  -    ,,"Peoples of Africa. Edited by James L. Gibbs, Jr.",,,
i10303273,"New York, Random House [1964]",320 F733,0,,  -  -    ,,"Danger on the Right, by Arnold Forster and Benjamin R. Epstein.",,,
i10303431,"New York, Rinehart [1949]",151.2 G649M,1,,  -  -    ,,"Mental testing; its history, principles, and applications.",,,
i10304277,"New York, Holt, Rinehart and Winston [1965]",390.0952 N822,1,,  -  -    ,,Changing Japan.,,,
i1030535x,[New York] American Management Association [1972],658.8 M153,8,,  -  -    ,0814452795 $16.00,The marketing mystique [by] Edward S. McKay.,X,,
i10305403,"New York, Macmillan [1972]",574 T699,13,,  -  -    ,,"Life science [by] Gerard J. Tortora [and] Joseph F. Becker, in consultation with Guy L. Bush [and others]",,,
i10305506,"New York, Harper and Row 1956.",220.4 P945,1,,  -  -    ,,"The ancestry of our English Bible; an account of manuscripts, texts, and versions of the Bible.",,,
i10305956,"New York, Holt, Rinehart and Winston [1966]",390.09798 C454,11,,  -  -    ,,"The Eskimo of North Alaska, by Norman A. Chance.",,,
i10305981,"New York, Dutton, 1963.",301 R934Va,2,,  -  -    ,,Varieties of modern social theory.,,,
i1030602x,"New York, The Viking Press, 1943.",342.73 B368R,0,,  -  -    ,,The republic; conversations on fundamentals.,,,
i10306079,"New York, Liberal Arts Press [1954]",296 B265,0,,  -  -    ,,"Judaism, postbiblical and Talmudic period, edited, with an introd. and notes by Salo W. Baron and Joseph L. Blau.",,,
i10306353,[New York] Free Press of Glencoe [1964],331.25 B531,24,,  -  -    ,,The future of private pensions.,,,
i10306559,"Ithaca, N.Y., Cornell University Press [1968]",193 B917zO,0,,  -  -    ,,The wanderer and the way; the Hebrew tradition in the writings of Martin Buber [by] Roy Oliver.,,,
i10307114,"New York, Praeger Publishers [1972]",338.47623 G669,3,,  -  -    ,,The military-industrial firm; a practical theory and model. Prepared for publication by Ira Kleinfeld. Foreword by Seymour Melman.,,,
i10307448,"New York, A.M. Kelley, 1966.",338.63 T992,0,,  -  -    ,,"Household manufactures in the United States, 1640-1860.",,,
i1030745x,"Boston, Houghton Mifflin, 1952.",330.15 G148A,4,,  -  -    ,,"American capitalism, the concept of countervailing power.",,,
i10307618,"Englewood Cliffs, N.J., Prentice-Hall, 1962.",372.214 F553,0,,  -  -    ,,World tales for creative dramatics and storytelling.,,,
i10307692,"New York, Holt, Rinehart and Winston [1967]",658.154 B879,2,,  -  -    ,,Decision rules for inventory management.,X,,
i10307783,[Chicago] University of Chicago Press [1960],331.0973 P391,0,,  -  -    ,,American labor.,,,
i10307874,"Boston, Beacon Press [1968]",301.243 W589S,2,,  -  -    ,7.5,"Sight, sound, and society; motion pictures and television in America, edited by David Manning White and Richard Averson.",,,
i10307886,"Boston, Beacon Press [1968]",301.243 W589S,12,,  -  -    ,7.5,"Sight, sound, and society; motion pictures and television in America, edited by David Manning White and Richard Averson.",,,
i10307898,"Boston, Beacon Press [1968]",301.243 W589S,0,,  -  -    ,7.5,"Sight, sound, and society; motion pictures and television in America, edited by David Manning White and Richard Averson.",,,
i10308155,"New York, Bowker, 1972.",686.2 G759,15,,  -  -    ,0835202135 $17.50,"Heritage of the graphic arts; a selection of lectures delivered at Gallery 303, New York City under the direction of Dr. Robert L. Leslie. Edited by Chandler B. Grannis.",X,,
i10308180,"San Francisco, W. H. Freeman [1972]",512.5 F499,1,,  -  -    ,716704455,Elements of linear algebra [by] Daniel T. Finkbeiner II.,,,
i10308210,"New York, Harper & Row [1972]",516.34 R665,6,,  -  -    ,60455063,Analytical trigonometry [by] Thomas J. Robinson.,,,
i10308258,[New York] American Management Association [1972],658.4 C928,4,,  -  -    ,0814452779 $9.75,Effective managerial leadership [by] James J. Cribbin.,X,,
i10308301,"New York, Wiley [1972]",304.2 T855,7,,  -  -    ,0471891002 0471891010 (pbk),Environmental education: a sourcebook. Edited by Cornelius J. Troost & Harold Altman.,ONLY PRATT,,
i10308404,[Toronto] Ontario Institute for Studies in Education [1971],374 T722,3,,  -  -    ,774400595,The adult's learning projects; a fresh approach to theory and practice in adult learning [by] Allen Tough.,,,
i10308453,"Boston, Allyn and Bacon [1972, c1971]",511.5 B421,3,1,  -  -    ,,Introduction to the theory of graphs [by] Mehdi Behzad [and] Gary Chartrand.,,,
i10308477,"New York, R. R. Bowker Co., 1972.",070.57 N433,1,,  -  -    ,835204855,Scholarly reprint publishing in the United States [by] Carol A. Nemeyer.,,,
i10308489,"Englewood Cliffs, N.J., Prentice-Hall [1972]",510 K31F2,7,,  -  -    ,0133173216 $12.95,Finite mathematics with business applications [by] John G. Kemeny [and others].,X,,
i10308507,"Baltimore, Published for Resources for the Future by Johns Hopkins Press [1972]",301.31 B886,7,,  -  -    ,0801813786 $6.95,To live on earth; man and his environment in perspective.,X,,
i10308726,"Cambridge [Eng.] University Press, 1958.",517.355 L724I,4,,  -  -    ,,Introduction to Fourier analysis and generalised functions.,,,
i10308775,"Princeton, Princeton university press, for American Scandinavian foundation, 1941.",201 K47C,3,,  -  -    ,,"Kierkegaard's Concluding unscientific postscript; translated from the Danish by David F. Swenson, completed after his death and provided with introduction and notes by Walter Lowrie.",,,
i10309391,"New York, McGraw-Hill [1967]",353.9 S224,1,,  -  -    ,,Storm over the States.,,,
i10309664,"New York, Schocken Books [1967]",301.451 F848N,0,,  -  -    ,,"Negro youth at the crossways, their personality development in the Middle States. With an introd. by St. Clair Drake. Prepared for the American Youth Commission, American Council on Education.",,,
i1030969x,"London, Hutchinson, 1966.",171 M112,9,,  -  -    ,25/- (10/6 pbk.),An introduction to ethics [by] J. D. Mabbott.,,,
i1030972x,"Boston, Little, Brown [1966]",342.73 B786,0,,  -  -    ,,"Miracle at Philadelphia; the story of the Constitutional Convention, May to September, 1787.",,,
i10309810,"Harvard Univerity Press, 1939.",301.1 S714,0,,  -  -    ,,Time-budgets of human behavior.,,,
i10310162,"Princeton, Princeton University Press, 1949",340.1 F828C,1,,  -  -    ,,Courts on trial; myth and reality in American justice.,,,
i10310320,"Garden City, N.Y., Doubleday [1968]",323.40973 S838,12,,  -  -    ,,Tear down the walls! A history of the American civil rights movement.,,,
i10310332,"Garden City, N.Y., Doubleday [1968]",323.40973 S838,3,,  -  -    ,,Tear down the walls! A history of the American civil rights movement.,,,
i10310630,"Carbondale, Southern Illinois University Press [1968]",301.16 R911,0,,  -  -    ,,The first freedom [by] Bryce W. Rucker. Foreword by Howard Rusk Long. Introd. by Morris L. Ernst.,,,
i10310769,"New York, Distributed by Stein and Day [1970]",343.7 O14,1,,  -  -    ,5.95,The Obscenity report; the report to the Task Force on Pornography and Obscenity.,,,
i10310897,"New York, Appleton-Century [1966]",353.03 B156,5,,  -  -    ,,"Presidential greatness; the image and the man from George Washington to the present, by Thomas A. Bailey.",,,
i10310952,"New York, Wiley [1966]",517.6 I73,2,,  -  -    ,,Analysis of numerical methods [by] Eugene Isaacson [and] Herbert Bishop Keller.,,,
i1031099x,"Englewood Cliffs, N.J., Prentice-Hall [1966]",301.42 B519,5,,  -  -    ,,Marriage and family among Negroes [by] Jessie Bernard.,,,
i10311294,"New York, Basic Books [1965-",301.09 A769,4,,  -  -    ,,Main currents in sociological thought. Translated by Richard Howard & Helen Weaver.,,,
i10311300,"New York, Random House [1972, c1971]",575.016 K78,0,,  -  -    ,0394480376 $5.95,The case of the midwife toad.,X,,
i10311373,"New York, Modern Age Books [1942]",400 S338G,0,,  -  -    ,,The gift of tongues [by] Margaret Schlauch ...,,,
i10312031,"Princeton, N.J., Princeton University Press, 1966.",301.42 E69,0,,  -  -    ,,Family in transition; a study of 300 Yugoslav villages [by] Vera St. Erlich.,,,
i10312171,"Chicago, Johnson Pub. Co., 1972.",301.451 B471C,2,,  -  -    ,0874850541 $6.95,The challenge of blackness.,X,,
i10312183,"New York, Macmillan [1972]",330 E21,2,,  -  -    ,$6.95,Readings in urban economics. Edited by Matthew Edel [and] Jerome Rothenberg.,,,
i10312195,"New York, Macmillan [1972]",330 E21,0,,  -  -    ,$6.95,Readings in urban economics. Edited by Matthew Edel [and] Jerome Rothenberg.,,,
i10312237,"New York, Wiley [1964]",517.6 H518,1,,  -  -    ,,Elements of numerical analysis.,,,
i10312547,"London, Macmillan, 1951.",323.44 M848L,2,,  -  -    ,,Liberties of the mind.,,,
i10312869,"New York, Basic Books [1966]",301.452 S824,1,,  -  -    ,,"Jews in the mind of America, by Charles Herbert Stember and others. Project director: Marshall Sklare. Contributors: Robert Gutnam [and others] Pref. by John Slawson. Editor: George Salomon.",,,
i10312924,[Chicago] University of Chicago Press [1956],321.8 D131P,1,,  -  -    ,,A preface to democratic theory.,,,
i10312936,"New York, Schocken Books [1972, c1971]",301.4510942 W242,2,,  -  -    ,$8.50,"The Black presence; a documentary history of the Negro in England, 1555-1860.",X,,
i10313229,"New York, Praeger Publishers [1972, c1971]",300.8 M962,1,,  -  -    ,,"The letters of Lewis Mumford and Frederic J. Osborn: a transatlantic dialogue, 1938-70. Edited by Michael Hughes.",,,
i10313485,"Boston, Little, Brown [1967]",371.3 L793,2,,  -  -    ,,"Forward to teach, by Francis V. Lloyd, Jr. Illustrated by John Gretzer.",,,
i10313989,"New York, Holt, Rinehart and Winston [1962]",409 L523,2,,  -  -    ,,Historical linguistics: an introduction.,,,
i10314027,"New York, H. Holt and Company [c1933]",400 B655,4,,  -  -    ,,"Language, by Leonard Bloomfield ...",,,
i10314040,"Russell & Russell, 1964 [c1932]",410 G736,0,,  -  -    ,,Language and languages.,,,
i10314052,"New York, Macmillan [1958]",400 H685,2,,  -  -    ,,A course in modern linguistics.,,,
i10314064,"Garden City, N.Y., Doubleday, 1965.",410 P377I,4,,  -  -    ,,"Invitation to linguistics; a basic introduction to the science of language, by Mario Pei.",,,
i10314167,"Princeton, Princeton University Press, 1949.",355.1 S33A2,0,,  -  -    ,,"The American soldier, by Samuel A. Stouffer [and others]",,,
i10314271,"Urbana, University of Illinois Press, 1960.",302.23 S377M2,3,,  -  -    ,,Mass communications.,,,
i10314283,"Seattle, University of Washington Press [1964]",327.73 R211,1,,  -  -    ,,China assignment.,X,,
i10314301,"Berkeley and Los Angeles, University of California Press, 1968.",323.49 T455,0,,  -  -    ,,"Prejudice, war and the Constitution. [By] Jacobus tenBroek, Edward N. Barnhart [&] Floyd W. Matson.",,,
i10314313,"Berkeley and Los Angeles, University of California Press, 1968.",323.49 T455,1,,  -  -    ,,"Prejudice, war and the Constitution. [By] Jacobus tenBroek, Edward N. Barnhart [&] Floyd W. Matson.",,,
i10314350,[Chicago] University of Chicago Press [1963],401 W328,3,,  -  -    ,,Perspectives in linguistics.,,,
i10314428,"New York, Hastings House [1963]",419 V835,13,,  -  -    ,,"Communication: the art of understanding and being understood; a report on the seventh Communications Conference of the Art Directors Club of New York. Robert O. Bach, editor.",X,,
i10314477,"Boston, Houghton Mifflin [1967]",420 C492,0,,  -  -    ,,"Essays on the language of literature, edited by Seymour Chatman [and] Samuel R. Levin.",,,
i10314696,"Garden City, N.Y., Doubleday, 1965.",391 L665,6,1,  -  -    ,,The wheels of fashion.,X,,
i10314702,"Garden City, N.Y., Doubleday, 1965.",391 L665,2,,  -  -    ,,The wheels of fashion.,X,,
i10314726,"New York, Appleton-Century-Crofts [1968]",301.451 L668,5,,  -  -    ,,Voluntary servitude; whites in the Negro movement [by] Charles J. Levy.,,,
i10314878,"New York, Ungar [1964]",410 M958,2,,  -  -    ,,"The world's living languages: basic facts of their structure, kinship, location, and number of speakers.",,,
i10314891,"London, G. Allen & Unwin, ltd.; New York, H. Holt and company [1924]",415 J58,4,,  -  -    ,,"The philosophy of grammar, by Otto Jespersen ...",,,
i10315093,[New York] Random House [1961],512.7 N734N,1,,  -  -    ,,Numbers: rational and irrational.,,,
i10315135,New York Norton & Co. [1970],509 S251H1,4,1,  -  -    ,,A history of science.,,,
i10315184,"New York, Viking Press, 1961.",411 D633,14,,  -  -    ,,Voices in stone; the decipherment of ancient scripts and writings. Translated by Mervyn Savill.,,,
i10315299,"New York : Holt, Rinehart and Winston, c1978.",327.2 E54,4,,  -  -    ,30416469,The Japanese thread : a life in the U.S. Foreign Service / John K. Emmerson.,X,,
i10315378,"New York, American Academic Association for Peace in the Middle East [1972] c1971.",275.694 C555,41,,  -  -    ,,Christianity in Israel. Edited by A. Roy Eckardt.,,,
i10315548,"New York, Basic Books [1972]",371.01 G816,1,,  -  -    ,0465027016 $6.95,The great school legend; a revisionist interpretation of American public education.,X,,
i1031555x,"New York, Holt, Rinehart and Winston [1972]",301.29598 H885,0,,  -  -    ,30778107,"Padju Epat: the Ma'anyan of Indonesian Borneo, by A. B. Hudson.",,,
i10315585,"New York, Putnam [1972]",301.435 B386,2,,  -  -    ,$10.00,The coming of age. Translated by Patrick O'Brian.,,,
i10315664,"Oxford, New York, Pergamon Press [1971]",388.0151 B658,3,,  -  -    ,80167772,The land-use/transport system; analysis and synthesis [by] W. R. Blunden.,,,
i10315731,"New York, Praeger Publishers [1972]",301.36 C734,1,,  -  -    ,$4.95,"The state of the cities; report. Senator Fred R. Harris and Mayor John V. Lindsay, cochairmen, with staff papers. Foreword by Sol M. Linowitz.",,,
i10315755,"New York, Harcourt, Brace [c1939]",342.73 F829L,17,,  -  -    ,,"Law and politics; occasional papers of Felix Frankfurter, 1913-1938. Edited by Archibald MacLeish and E. F. Prichard, Jr., with a foreword by Mr. MacLeish.",,,
i10315779,"New York, Columbia University Press, 1970.",331.88 L433,6,,  -  -    ,0231033672 10.00,"A union of individuals; the formation of the American Newspaper Guild, 1933-1936 [by] Daniel J. Leab.",X,,
i10316140,"New York, Oxford University Press, 1964.",323.4 G862,1,,  -  -    ,,"Equality in America; religion, race, and the urban majority.",X,,
i10316292,"New York, The Macmillan company, 1910.",569 O81A,1,,  -  -    ,,"The age of mammals in Europe, Asia and North America, by Henry Fairfield Osborn.",,,
i10316334,"New York, Harper [1960]",327.73 H466F,1,,  -  -    ,,The future as history; the historic currents of our time and the direction in which they are taking America.,,,
i10316371,"New York, Columbia University Press, 1967.",301.451 G493M,1,,  -  -    ,,"The middle-class Negro in the white man's world, by Eli Ginzberg [and others]",,,
i10316383,"San Francisco, Jossey-Bass, 1972.",378.17 R854,1,,  -  -    ,875891160,A modest proposal; students can learn [by] John E. Roueche in collaboration with John C. Pitman.,,,
i10316644,"Bloomington, Indiana University Press [1964]",400 J58,0,,  -  -    ,,"Mankind, nation and individual, from a linguistic point of view.",,,
i10316681,"Cambridge, Harvard University Press, London, W. Heinemann, 1959- [1932-",091 H939,1,,  -  -    ,,"Select papyri, with an English translation by A.S. Hunt and C.C. Edgar, in five volumes.",,,
i10316693,"Cambridge, Harvard University Press, London, W. Heinemann, 1959- [1932-",091 H939,0,,  -  -    ,,"Select papyri, with an English translation by A.S. Hunt and C.C. Edgar, in five volumes.",,,
i1031670x,"Cambridge, Harvard University Press, London, W. Heinemann, 1959- [1932-",091 H939,,,  -  -    ,,"Select papyri, with an English translation by A.S. Hunt and C.C. Edgar, in five volumes.",,,
i10316711,"Cambridge, Harvard University Press, London, W. Heinemann, 1959- [1932-",091 H939,0,,  -  -    ,,"Select papyri, with an English translation by A.S. Hunt and C.C. Edgar, in five volumes.",,,
i10316802,"New York, Farrar & Rinehart, incorporated [c1937]",137 R533,2,,  -  -    ,,"Personality; its development and hygiene; an outline of modern approaches to the study of human nature, by Winifred V. Richmond.",,,
i10316814,"New York, Wiley, 1939.",331.83 A769H,3,,  -  -    ,,Housing the masses.,,,
i10316851,"New York, Ungar [1962]",374.291 B627,1,,  -  -    ,,The young citizens; the story of the Encampment for Citizenship.,,,
i10317727,"San Francisco, Jossey-Bass, 1968 [c1967]",362.2 R432C,1,1,  -  -    ,,"Community mental health; an international perspective. Richard H. Williams & Lucy D. Ozarin, editors.",,,
i1031782x,"New York, McGraw-Hill Book Co., 1947.",331.11 S464L,0,,  -  -    ,,Labor relations and human relations.,X,,
i10318021,"New York, Random House [1945]",189.4 T454B,3,1,  -  -    ,,"Basic writings of Saint Thomas Aquinas ... Edited and annotated, with an introduction, by Anton C. Pegis.",,,
i10318252,"New York, Columbia university press, 1932.",225 S425,3,,  -  -    ,,"The literature of the New Testament, by Ernest Findlay Scott ...",,,
